Journal name,ISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
NUTRITION METABOLISM AND CARDIOVASCULAR DISEASES,1590-3729,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,7701,4.222,Q2,0.89,6.64%
HEART FAILURE REVIEWS,1573-7322,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,3816,4.214,Q2,0.78,13.67%
EUROPEAN JOURNAL OF CARDIO-THORACIC SURGERY,1873-734X,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,18818,4.191,Q2,1.17,6.03%
INTERNATIONAL JOURNAL OF CARDIOLOGY,1874-1754,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,37692,4.164,Q2,0.89,9.18%
Journal of Cardiovascular Translational Research,1937-5395,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,2109,4.132,Q2,0.93,18.47%
Annals of Cardiothoracic Surgery,2304-1021,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,2434,4.101,Q2,1.04,67.33%
Journal of Cardiovascular Development and Disease,2308-3425,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,689,3.948,Q2,0.64,100%
European Journal of Cardiovascular Nursing,1873-1953,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,2670,3.908,Q2,1.31,6.75%
CARDIOVASCULAR DRUGS AND THERAPY,1573-7241,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,2744,3.727,Q2,1.04,22.97%
American Journal of Cardiovascular Drugs,1179-187X,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1523,3.571,Q2,0.76,14.51%
Global Heart,2211-8179,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1287,3.426,Q2,0.7,82.54%
RESPIRATORY MEDICINE,1532-3064,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,14459,3.415,Q2,0.82,5.17%
Journal of Geriatric Cardiology,1671-5411,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1835,3.327,Q2,0.54,0%
Korean Circulation Journal,1738-5555,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1773,3.243,Q2,0.56,56.25%
Cardiovascular Toxicology,1559-0259,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1772,3.231,Q2,0.72,4.43%
Heart Failure Clinics,1551-7136,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1324,3.179,Q2,0.62,0.68%
Journal of Cardiology,1876-4738,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,4161,3.159,Q2,0.64,5.49%
Kardiologia Polska,1897-4279,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,2307,3.108,Q2,0.46,3.57%
JOURNAL OF CARDIOVASCULAR PHARMACOLOGY,1533-4023,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,6305,3.105,Q3,0.74,7.65%
Cardiovascular Therapeutics,1755-5922,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1723,3.023,Q3,0.62,60.81%
Pulmonary Circulation,2045-8940,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,2397,3.017,Q3,0.59,98.56%
CIRCULATION JOURNAL,1347-4820,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,11622,2.993,Q3,0.69,9.96%
Heart Lung and Circulation,1444-2892,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,4050,2.975,Q3,0.54,1.74%
Current Cardiology Reports,1534-3170,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,3221,2.931,Q3,0.48,9%
Reviews in Cardiovascular Medicine,2153-8174,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,464,2.93,Q3,0.31,100%
CLINICAL CARDIOLOGY,1932-8737,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,5571,2.882,Q3,0.62,63.88%
Cardiovascular Diagnosis and Therapy,2223-3660,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1785,2.845,Q3,0.53,83.19%
AMERICAN JOURNAL OF CARDIOLOGY,1879-1913,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,40641,2.778,Q3,0.68,4.77%
CARDIOVASCULAR AND INTERVENTIONAL RADIOLOGY,1432-086X,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,7145,2.74,Q3,0.64,13.80%
Cardiology Journal,1898-018X,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1603,2.737,Q3,0.47,100%
CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS,1522-726X,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,11415,2.692,Q3,0.62,7.13%
Acta Cardiologica Sinica,1011-6842,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,836,2.672,Q3,0.51,0%
Cardiology in Review,1538-4683,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1384,2.644,Q3,0.44,2.22%
JOURNAL OF CARDIOTHORACIC AND VASCULAR ANESTHESIA,1532-8422,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,7080,2.628,Q3,0.58,2.07%
Cardiovascular Engineering and Technology,1869-4098,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,783,2.495,Q3,0.51,15.03%
JOURNAL OF CARDIOVASCULAR PHARMACOLOGY AND THERAPEUTICS,1940-4034,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1644,2.457,Q3,0.59,5.80%
Netherlands Heart Journal,1876-6250,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1745,2.38,Q3,0.54,97.88%
INTERNATIONAL JOURNAL OF CARDIOVASCULAR IMAGING,1573-0743,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,4056,2.357,Q3,0.62,16.92%
Archives of Cardiovascular Diseases,1875-2128,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,2077,2.34,Q3,0.51,1.35%
JOURNAL OF THROMBOSIS AND THROMBOLYSIS,1573-742X,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,4446,2.3,Q3,0.53,12.81%
BMC Cardiovascular Disorders,1471-2261,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,5150,2.298,Q3,0.51,100%
JOURNAL OF INTERVENTIONAL CARDIOLOGY,1540-8183,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1653,2.279,Q3,0.48,56.76%
Annals of Thoracic Medicine,1998-3557,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1050,2.219,Q3,0.47,100%
CARDIOLOGY CLINICS,1558-2264,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1478,2.213,Q3,0.57,0%
HEART & LUNG,1527-3288,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,3080,2.21,Q3,0.76,2.80%
CARDIOVASCULAR PATHOLOGY,1879-1336,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,2501,2.185,Q3,0.59,6.18%
CURRENT OPINION IN CARDIOLOGY,1531-7080,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,2496,2.161,Q3,0.41,1.05%
Journal of Cardiovascular Medicine,1558-2035,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,2073,2.16,Q3,0.34,1.15%
Journal of Cardiovascular Nursing,1550-5049,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,2462,2.083,Q3,0.92,3.95%
Journal of Cardiopulmonary Rehabilitation and Prevention,1932-751X,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,2097,2.081,Q3,0.41,0.44%
Cardiovascular Ultrasound,1476-7120,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1327,2.062,Q3,0.5,100%
CardioRenal Medicine,1664-5502,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,652,2.041,Q3,0.52,8.94%
HEART AND VESSELS,1615-2573,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,2953,2.037,Q3,0.47,10.25%
JOURNAL OF INVASIVE CARDIOLOGY,1557-2501,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,2124,2.022,Q4,0.36,0%
Congenital Heart Disease,1747-0803,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,2153,2.007,Q4,0.47,14.80%
Seminars in Thoracic and Cardiovascular Surgery,1532-9488,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1828,2.006,Q4,0.5,4.17%
Arquivos Brasileiros de Cardiologia,0066-782X,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,3975,2,Q4,0.42,100%
PACE-PACING AND CLINICAL ELECTROPHYSIOLOGY,1540-8159,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,6080,1.976,Q4,0.4,8.10%
PERFUSION-UK,1477-111X,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1949,1.972,Q4,0.41,5.79%
Interactive Cardiovascular and Thoracic Surgery,1569-9285,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,6701,1.905,Q4,0.54,0.36%
JOURNAL OF INTERVENTIONAL CARDIAC ELECTROPHYSIOLOGY,1572-8595,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,2285,1.9,Q4,0.41,9.07%
JOURNAL OF CARDIOVASCULAR SURGERY,1827-191X,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,2091,1.888,Q4,0.4,0%
CARDIOLOGY,1421-9751,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,2852,1.869,Q4,0.42,6.20%
Cardiology Research and Practice,2090-0597,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1119,1.866,Q4,0.37,100%
International Heart Journal,1349-3299,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,2247,1.862,Q4,0.45,0%
THORACIC AND CARDIOVASCULAR SURGEON,1439-1902,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,2225,1.827,Q4,0.41,2.22%
EUROPEAN HEART JOURNAL SUPPLEMENTS,1554-2815,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,874,1.803,Q4,0.39,92.97%
ECHOCARDIOGRAPHY-A JOURNAL OF CARDIOVASCULAR ULTRASOUND AND ALLIED TECHNIQUES,1540-8175,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,4061,1.724,Q4,0.34,3.90%
ACTA CARDIOLOGICA,1784-973X,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1229,1.718,Q4,0.33,0.36%
PEDIATRIC CARDIOLOGY,1432-1971,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,5507,1.655,Q4,0.59,8.36%
Journal of Cardiothoracic Surgery,1749-8090,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,2757,1.637,Q4,0.48,100%
JOURNAL OF CARDIAC SURGERY,1540-8191,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,3035,1.62,Q4,0.46,7.78%
Anatolian Journal of Cardiology,2149-2271,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1635,1.596,Q4,0.35,100%
SCANDINAVIAN CARDIOVASCULAR JOURNAL,1651-2006,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1030,1.589,Q4,0.35,18.38%
Annals of Thoracic and Cardiovascular Surgery,2186-1005,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1322,1.52,Q4,0.48,99.33%
General Thoracic and Cardiovascular Surgery,1863-6713,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1831,1.517,Q4,0.42,5.97%
ANNALS OF NONINVASIVE ELECTROCARDIOLOGY,1542-474X,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1666,1.468,Q4,0.31,37.67%
TEXAS HEART INSTITUTE JOURNAL,1526-6702,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,2217,1.455,Q4,0.24,0%
HERZ,1615-6692,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1529,1.443,Q4,0.3,8.53%
CORONARY ARTERY DISEASE,1473-5830,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1943,1.439,Q4,0.33,4.14%
JOURNAL OF ELECTROCARDIOLOGY,1532-8430,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,3308,1.438,Q4,0.31,3.43%
Postepy w Kardiologii Interwencyjnej,1897-4295,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,403,1.426,Q4,0.25,100%
Revista Portuguesa de Cardiologia,0304-4750,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1022,1.374,Q4,0.3,100%
MINERVA CARDIOANGIOLOGICA,1827-1618,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,593,1.347,Q4,0.2,0%
Brazilian Journal of Cardiovascular Surgery,1678-9741,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1136,1.312,Q4,0.35,100%
Cardiovascular Journal of Africa,1680-0745,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,1331,1.167,Q4,0.24,0%
CARDIOLOGY IN THE YOUNG,1467-1107,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,3295,1.093,Q4,0.35,3.66%
HEART SURGERY FORUM,1522-6662,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,696,0.676,Q4,0.17,0%
KARDIOLOGIYA,0022-9040,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE,585,0.395,Q4,0.08,88.10%
LANCET NEUROLOGY,1474-4465,CLINICAL NEUROLOGY - SCIE,43457,44.182,Q1,9.69,13.19%
Nature Reviews Neurology,1759-4766,CLINICAL NEUROLOGY - SCIE,15738,42.937,Q1,5.85,3.45%
Alzheimers & Dementia,1552-5279,CLINICAL NEUROLOGY - SCIE,21824,21.566,Q1,3.87,31.62%
JAMA Neurology,2168-6157,CLINICAL NEUROLOGY - SCIE,17086,18.302,Q1,4.36,13.13%
ACTA NEUROPATHOLOGICA,1432-0533,CLINICAL NEUROLOGY - SCIE,28031,17.088,Q1,4.12,51.70%
BRAIN,1460-2156,CLINICAL NEUROLOGY - SCIE,64627,13.501,Q1,3.28,37.84%
NEURO-ONCOLOGY,1523-5866,CLINICAL NEUROLOGY - SCIE,17812,12.3,Q1,2.5,12.06%
SLEEP MEDICINE REVIEWS,1532-2955,CLINICAL NEUROLOGY - SCIE,11218,11.609,Q1,1.73,9.17%
ANNALS OF NEUROLOGY,1531-8249,CLINICAL NEUROLOGY - SCIE,43728,10.422,Q1,2.66,27.53%
MOVEMENT DISORDERS,1531-8257,CLINICAL NEUROLOGY - SCIE,35072,10.338,Q1,2.4,24.25%
JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY,1468-330X,CLINICAL NEUROLOGY - SCIE,37094,10.154,Q1,2.59,28.48%
NEUROLOGY,1526-632X,CLINICAL NEUROLOGY - SCIE,109905,9.91,Q1,2.56,19.26%
Brain Stimulation,1876-4754,CLINICAL NEUROLOGY - SCIE,9206,8.955,Q1,1.76,48.26%
Neurology-Neuroimmunology & Neuroinflammation,2332-7812,CLINICAL NEUROLOGY - SCIE,3863,8.485,Q1,1.88,100%
NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY,1365-2990,CLINICAL NEUROLOGY - SCIE,4791,8.09,Q1,1.86,38.18%
STROKE,1524-4628,CLINICAL NEUROLOGY - SCIE,78912,7.914,Q1,1.81,9.99%
Neurotherapeutics,1878-7479,CLINICAL NEUROLOGY - SCIE,6764,7.62,Q1,1.32,18.41%
NEUROSCIENTIST,1089-4098,CLINICAL NEUROLOGY - SCIE,5949,7.519,Q1,1.4,13.21%
Epilepsy Currents,1535-7511,CLINICAL NEUROLOGY - SCIE,1246,7.5,Q1,0.6,73.08%
JOURNAL OF HEADACHE AND PAIN,1129-2377,CLINICAL NEUROLOGY - SCIE,5400,7.277,Q1,1.36,100%
Alzheimers Research & Therapy,1758-9193,CLINICAL NEUROLOGY - SCIE,5593,6.982,Q1,1.73,100%
Journal of Stroke,2287-6405,CLINICAL NEUROLOGY - SCIE,1692,6.967,Q1,1.38,100%
PAIN,1872-6623,CLINICAL NEUROLOGY - SCIE,45325,6.961,Q1,1.85,8.63%
Translational Stroke Research,1868-601X,CLINICAL NEUROLOGY - SCIE,3377,6.829,Q1,1.65,22.30%
BIPOLAR DISORDERS,1399-5618,CLINICAL NEUROLOGY - SCIE,6185,6.744,Q1,1.32,13.97%
Therapeutic Advances in Neurological Disorders,1756-2864,CLINICAL NEUROLOGY - SCIE,2328,6.57,Q1,1.16,100%
BRAIN PATHOLOGY,1750-3639,CLINICAL NEUROLOGY - SCIE,6559,6.508,Q1,2.02,33.48%
Multiple Sclerosis Journal,1477-0970,CLINICAL NEUROLOGY - SCIE,15551,6.312,Q1,1.5,14.86%
CEPHALALGIA,1468-2982,CLINICAL NEUROLOGY - SCIE,12756,6.292,Q1,1.38,12.77%
EUROPEAN JOURNAL OF NEUROLOGY,1468-1331,CLINICAL NEUROLOGY - SCIE,14490,6.089,Q1,1.3,16.51%
HEADACHE,1526-4610,CLINICAL NEUROLOGY - SCIE,10445,5.887,Q1,1.24,13.72%
EPILEPSIA,1528-1167,CLINICAL NEUROLOGY - SCIE,33890,5.864,Q1,1.79,20.02%
SLEEP,1550-9109,CLINICAL NEUROLOGY - SCIE,28688,5.849,Q1,1.21,12.63%
JOURNAL OF PAIN,1528-8447,CLINICAL NEUROLOGY - SCIE,13655,5.82,Q1,1.24,5.90%
Neurology and Therapy,2193-6536,CLINICAL NEUROLOGY - SCIE,711,5.814,Q1,0.92,100%
CNS DRUGS,1179-1934,CLINICAL NEUROLOGY - SCIE,5948,5.749,Q1,1.23,24.42%
Pain and Therapy,2193-651X,CLINICAL NEUROLOGY - SCIE,620,5.725,Q1,0.94,99.15%
CURRENT OPINION IN NEUROLOGY,1473-6551,CLINICAL NEUROLOGY - SCIE,6723,5.71,Q1,0.81,4.26%
DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY,1469-8749,CLINICAL NEUROLOGY - SCIE,16571,5.449,Q1,1.7,17.12%
Nature and Science of Sleep,1179-1608,CLINICAL NEUROLOGY - SCIE,1240,5.346,Q1,0.89,100%
EUROPEAN ARCHIVES OF PSYCHIATRY AND CLINICAL NEUROSCIENCE,1433-8491,CLINICAL NEUROLOGY - SCIE,5451,5.27,Q1,1.25,20.80%
JOURNAL OF NEUROTRAUMA,1557-9042,CLINICAL NEUROLOGY - SCIE,19004,5.269,Q1,1.24,8.38%
International Journal of Stroke,1747-4949,CLINICAL NEUROLOGY - SCIE,6321,5.266,Q1,1.21,11.67%
PSYCHIATRY AND CLINICAL NEUROSCIENCES,1440-1819,CLINICAL NEUROLOGY - SCIE,5454,5.188,Q1,0.93,18.14%
INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY,1469-5111,CLINICAL NEUROLOGY - SCIE,7865,5.176,Q1,1.32,100%
JOURNAL OF NEUROSURGERY,1933-0693,CLINICAL NEUROLOGY - SCIE,43275,5.115,Q1,1.77,0.93%
Current Neurology and Neuroscience Reports,1534-6293,CLINICAL NEUROLOGY - SCIE,4549,5.081,Q1,0.71,10.55%
PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY,1878-4216,CLINICAL NEUROLOGY - SCIE,13777,5.067,Q1,1.26,4.38%
Pain Physician,1533-3159,CLINICAL NEUROLOGY - SCIE,6424,4.965,Q1,1.08,0%
Journal of Neurogastroenterology and Motility,2093-0887,CLINICAL NEUROLOGY - SCIE,2217,4.924,Q1,0.89,99.42%
PARKINSONISM & RELATED DISORDERS,1873-5126,CLINICAL NEUROLOGY - SCIE,13674,4.891,Q1,1.17,7.89%
JOURNAL OF NEUROLOGY,1432-1459,CLINICAL NEUROLOGY - SCIE,21116,4.849,Q1,1.22,28.27%
JOURNAL OF AFFECTIVE DISORDERS,1573-2517,CLINICAL NEUROLOGY - SCIE,46992,4.839,Q2,1.27,6.01%
NEUROMODULATION,1525-1403,CLINICAL NEUROLOGY - SCIE,4447,4.722,Q2,1.16,14.50%
JPAD-Journal of Prevention of Alzheimers Disease,2426-0266,CLINICAL NEUROLOGY - SCIE,649,4.671,Q2,1.01,26.32%
NEUROSURGERY,1524-4040,CLINICAL NEUROLOGY - SCIE,34635,4.654,Q2,1.64,7.44%
Expert Review of Neurotherapeutics,1744-8360,CLINICAL NEUROLOGY - SCIE,5314,4.618,Q2,0.65,1.70%
EUROPEAN NEUROPSYCHOPHARMACOLOGY,1873-7862,CLINICAL NEUROLOGY - SCIE,8999,4.6,Q2,1.05,11.48%
Annals of Clinical and Translational Neurology,2328-9503,CLINICAL NEUROLOGY - SCIE,4188,4.511,Q2,1.14,100%
Sleep Health,2352-7226,CLINICAL NEUROLOGY - SCIE,2255,4.45,Q2,1.14,3.42%
CLINICAL AUTONOMIC RESEARCH,1619-1560,CLINICAL NEUROLOGY - SCIE,2164,4.435,Q2,0.75,17.53%
Multiple Sclerosis and Related Disorders,2211-0356,CLINICAL NEUROLOGY - SCIE,5292,4.339,Q2,0.97,8.05%
NEUROMUSCULAR DISORDERS,1873-2364,CLINICAL NEUROLOGY - SCIE,6588,4.296,Q2,0.85,11.62%
Spine Journal,1878-1632,CLINICAL NEUROLOGY - SCIE,12504,4.166,Q2,1.28,4.99%
JOURNAL OF PSYCHOPHARMACOLOGY,1461-7285,CLINICAL NEUROLOGY - SCIE,8158,4.153,Q2,0.97,16.01%
JOURNAL OF NEURO-ONCOLOGY,1573-7373,CLINICAL NEUROLOGY - SCIE,15608,4.13,Q2,0.96,12.42%
Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,2167-9223,CLINICAL NEUROLOGY - SCIE,4709,4.092,Q2,1.07,18.27%
Stroke and Vascular Neurology,2059-8696,CLINICAL NEUROLOGY - SCIE,1005,4.081,Q2,0.9,100%
Journal of Clinical Sleep Medicine,1550-9397,CLINICAL NEUROLOGY - SCIE,9720,4.062,Q2,1.1,0.17%
Neurosurgical Focus,1092-0684,CLINICAL NEUROLOGY - SCIE,9818,4.047,Q2,1.21,3.98%
Journal of Neurodevelopmental Disorders,1866-1955,CLINICAL NEUROLOGY - SCIE,1819,4.025,Q2,0.92,100%
Frontiers in Neurology,1664-2295,CLINICAL NEUROLOGY - SCIE,18626,4.003,Q2,0.8,100%
JOURNAL OF SLEEP RESEARCH,1365-2869,CLINICAL NEUROLOGY - SCIE,8023,3.981,Q2,1.02,16.51%
JOURNAL OF NEUROSURGICAL ANESTHESIOLOGY,1537-1921,CLINICAL NEUROLOGY - SCIE,1988,3.956,Q2,1.04,1.47%
EUROPEAN JOURNAL OF PAIN,1532-2149,CLINICAL NEUROLOGY - SCIE,9204,3.931,Q2,1.15,17.86%
NEUROREHABILITATION AND NEURAL REPAIR,1552-6844,CLINICAL NEUROLOGY - SCIE,6710,3.919,Q2,1.53,7.36%
AMERICAN JOURNAL OF NEURORADIOLOGY,1936-959X,CLINICAL NEUROLOGY - SCIE,27423,3.825,Q2,0.95,88.09%
NEUROLOGIC CLINICS,1557-9875,CLINICAL NEUROLOGY - SCIE,3097,3.806,Q2,0.94,1.25%
CNS SPECTRUMS,2165-6509,CLINICAL NEUROLOGY - SCIE,3177,3.79,Q2,0.82,12.85%
NEUROPHYSIOLOGIE CLINIQUE-CLINICAL NEUROPHYSIOLOGY,1769-7131,CLINICAL NEUROLOGY - SCIE,1825,3.734,Q2,0.65,1.59%
CLINICAL NEUROPHYSIOLOGY,1872-8952,CLINICAL NEUROLOGY - SCIE,23593,3.708,Q2,0.98,10.36%
JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY,1554-6578,CLINICAL NEUROLOGY - SCIE,11189,3.685,Q2,1,10.26%
Journal of Neurologic Physical Therapy,1557-0584,CLINICAL NEUROLOGY - SCIE,1491,3.649,Q2,1.31,4.94%
Clinical Neuroradiology,1869-1447,CLINICAL NEUROLOGY - SCIE,1298,3.649,Q2,0.92,15.49%
JOURNAL OF PAIN AND SYMPTOM MANAGEMENT,1873-6513,CLINICAL NEUROLOGY - SCIE,15063,3.612,Q2,1.11,5.70%
JOURNAL OF NEUROSURGERY-SPINE,1547-5646,CLINICAL NEUROLOGY - SCIE,10175,3.602,Q2,1.13,0.32%
Current Treatment Options in Neurology,1534-3138,CLINICAL NEUROLOGY - SCIE,1809,3.598,Q2,0.64,8.59%
NEUROGASTROENTEROLOGY AND MOTILITY,1365-2982,CLINICAL NEUROLOGY - SCIE,10724,3.598,Q2,0.78,11.07%
JOURNAL OF NEURAL TRANSMISSION,1435-1463,CLINICAL NEUROLOGY - SCIE,8972,3.575,Q2,0.79,19.79%
CLINICAL NEUROPSYCHOLOGIST,1744-4144,CLINICAL NEUROLOGY - SCIE,5144,3.535,Q2,0.96,3.94%
Current Alzheimer Research,1875-5828,CLINICAL NEUROLOGY - SCIE,5357,3.498,Q2,0.76,0%
JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM,1529-8027,CLINICAL NEUROLOGY - SCIE,2264,3.494,Q2,0.74,13.87%
Current Pain and Headache Reports,1534-3081,CLINICAL NEUROLOGY - SCIE,3117,3.494,Q2,0.59,1.20%
SLEEP MEDICINE,1878-5506,CLINICAL NEUROLOGY - SCIE,14810,3.492,Q2,0.98,2.69%
Neurospine,2586-6591,CLINICAL NEUROLOGY - SCIE,498,3.492,Q2,0.91,100%
Neurology-Genetics,2376-7839,CLINICAL NEUROLOGY - SCIE,1218,3.485,Q2,0.9,100%
SPINE,1528-1159,CLINICAL NEUROLOGY - SCIE,53384,3.468,Q2,1.08,1.95%
JOURNAL OF NEURORADIOLOGY,1773-0406,CLINICAL NEUROLOGY - SCIE,1475,3.447,Q2,0.74,2.63%
CLINICAL JOURNAL OF PAIN,1536-5409,CLINICAL NEUROLOGY - SCIE,8589,3.442,Q2,1,5.54%
SEMINARS IN NEUROLOGY,1098-9021,CLINICAL NEUROLOGY - SCIE,2594,3.42,Q2,0.59,0%
PEDIATRIC NEUROLOGY,1873-5150,CLINICAL NEUROLOGY - SCIE,7192,3.372,Q2,1,5.14%
BEHAVIOURAL NEUROLOGY,1875-8584,CLINICAL NEUROLOGY - SCIE,2030,3.342,Q2,0.66,100%
NEUROLOGICAL SCIENCES,1590-3478,CLINICAL NEUROLOGY - SCIE,8857,3.307,Q2,0.69,8.72%
Brain Tumor Pathology,1861-387X,CLINICAL NEUROLOGY - SCIE,866,3.298,Q2,0.7,2.56%
NEUROEPIDEMIOLOGY,1423-0208,CLINICAL NEUROLOGY - SCIE,4484,3.282,Q3,0.86,5.66%
MUSCLE & NERVE,1097-4598,CLINICAL NEUROLOGY - SCIE,15760,3.217,Q3,0.76,9.32%
Neurocritical Care,1556-0961,CLINICAL NEUROLOGY - SCIE,5603,3.21,Q3,0.76,10.63%
ACTA NEUROLOGICA SCANDINAVICA,1600-0404,CLINICAL NEUROLOGY - SCIE,8457,3.209,Q3,0.86,12.30%
SEIZURE-EUROPEAN JOURNAL OF EPILEPSY,1532-2688,CLINICAL NEUROLOGY - SCIE,8044,3.184,Q3,0.72,4.57%
Pain Practice,1533-2500,CLINICAL NEUROLOGY - SCIE,3187,3.183,Q3,0.93,7.74%
JOURNAL OF THE NEUROLOGICAL SCIENCES,1878-5883,CLINICAL NEUROLOGY - SCIE,22390,3.181,Q3,0.69,6.12%
EUROPEAN JOURNAL OF PAEDIATRIC NEUROLOGY,1532-2130,CLINICAL NEUROLOGY - SCIE,3856,3.14,Q3,1.07,8.29%
EUROPEAN SPINE JOURNAL,1432-0932,CLINICAL NEUROLOGY - SCIE,20361,3.134,Q3,0.93,15.16%
Journal of Pain Research,1178-7090,CLINICAL NEUROLOGY - SCIE,5058,3.133,Q3,0.75,100%
